timepoint,ID,death,ploidy,trt,group_list,trt_list,umol_L_h,SMR_length,SMR_weight,L_cm,V_cm,W_g
2,R10,no,T,desiccation,T_desiccation,T_desiccation_2,36.27594591,0.091,0.267,8.9,105,3.04
6,R10,no,T,desiccation,T_desiccation,T_desiccation_6,68.0069446,0.171,0.501,8.9,105,3.04
10,R10,no,T,desiccation,T_desiccation,T_desiccation_10,25.49221728,0.064,0.188,8.9,105,3.04
-10,R11,no,T,desiccation,T_desiccation,T_desiccation_-10,61.59080838,0.137,0.208,10.1,152,6.64
1,R11,yes,T,desiccation,T_desiccation,T_desiccation_1,119.508457,0.265,0.403,10.1,152,6.64
2,R11,yes,T,desiccation,T_desiccation,T_desiccation_2,17.67776926,0.039,0.06,10.1,152,6.64
-10,R12,no,T,desiccation,T_desiccation,T_desiccation_-10,57.79735628,0.158,0.407,8.2,75,3.18
1,R12,no,T,desiccation,T_desiccation,T_desiccation_1,86.97628521,0.238,0.612,8.2,75,3.18
2,R12,no,T,desiccation,T_desiccation,T_desiccation_2,51.34484901,0.14,0.362,8.2,75,3.18
6,R12,no,T,desiccation,T_desiccation,T_desiccation_6,5.702480076,0.016,0.04,8.2,75,3.18
10,R12,no,T,desiccation,T_desiccation,T_desiccation_10,26.77769614,0.073,0.189,8.2,75,3.18
-10,R13,no,T,desiccation,T_desiccation,T_desiccation_-10,8.859872646,0.02,0.042,9.8,121,4.78
1,R13,no,T,desiccation,T_desiccation,T_desiccation_1,56.47603752,0.129,0.265,9.8,121,4.78
2,R13,no,T,desiccation,T_desiccation,T_desiccation_2,88.05973111,0.201,0.413,9.8,121,4.78
6,R13,no,T,desiccation,T_desiccation,T_desiccation_6,7.799964061,0.018,0.037,9.8,121,4.78
10,R13,no,T,desiccation,T_desiccation,T_desiccation_10,65.72914171,0.15,0.308,9.8,121,4.78
-10,R14,no,T,desiccation,T_desiccation,T_desiccation_-10,11.78990181,0.033,0.085,8.1,64,3.12
1,R14,yes,T,desiccation,T_desiccation,T_desiccation_1,80.1232194,0.221,0.575,8.1,64,3.12
2,R14,yes,T,desiccation,T_desiccation,T_desiccation_2,18.43850468,0.051,0.132,8.1,64,3.12
-10,R15,no,T,desiccation,T_desiccation,T_desiccation_-10,44.87681838,0.095,0.167,10.6,136,6
1,R15,yes,T,desiccation,T_desiccation,T_desiccation_1,78.45174551,0.166,0.293,10.6,136,6
2,R15,yes,T,desiccation,T_desiccation,T_desiccation_2,4.773185339,0.01,0.018,10.6,136,6
-10,R16,no,T,desiccation,T_desiccation,T_desiccation_-10,6.304410276,0.015,0.023,9.2,155,6.25
1,R16,no,T,desiccation,T_desiccation,T_desiccation_1,152.7173592,0.372,0.547,9.2,155,6.25
2,R16,no,T,desiccation,T_desiccation,T_desiccation_2,74.2268087,0.181,0.266,9.2,155,6.25
6,R16,no,T,desiccation,T_desiccation,T_desiccation_6,115.5367599,0.281,0.414,9.2,155,6.25
10,R16,no,T,desiccation,T_desiccation,T_desiccation_10,124.2588747,0.302,0.445,9.2,155,6.25
-10,R17,no,T,desiccation,T_desiccation,T_desiccation_-10,66.12321298,0.168,0.443,8.8,95,3.34
1,R17,no,T,desiccation,T_desiccation,T_desiccation_1,126.4826102,0.322,0.848,8.8,95,3.34
2,R17,no,T,desiccation,T_desiccation,T_desiccation_2,81.1319514,0.206,0.544,8.8,95,3.34
6,R17,no,T,desiccation,T_desiccation,T_desiccation_6,56.41592883,0.144,0.378,8.8,95,3.34
10,R17,no,T,desiccation,T_desiccation,T_desiccation_10,66.71434273,0.17,0.447,8.8,95,3.34
-10,R18,no,T,desiccation,T_desiccation,T_desiccation_-10,15.48703068,0.048,0.173,7.3,55,2
1,R18,no,T,desiccation,T_desiccation,T_desiccation_1,120.7113274,0.37,1.351,7.3,55,2
2,R18,no,T,desiccation,T_desiccation,T_desiccation_2,38.83718144,0.119,0.435,7.3,55,2
6,R18,no,T,desiccation,T_desiccation,T_desiccation_6,12.79674634,0.039,0.143,7.3,55,2
10,R18,no,T,desiccation,T_desiccation,T_desiccation_10,4.849847383,0.015,0.054,7.3,55,2
-10,R19,no,T,desiccation,T_desiccation,T_desiccation_-10,14.90151609,0.042,0.125,8,84,2.66
1,R19,no,T,desiccation,T_desiccation,T_desiccation_1,152.0855545,0.426,1.28,8,84,2.66
2,R19,no,T,desiccation,T_desiccation,T_desiccation_2,81.09859857,0.227,0.683,8,84,2.66
6,R19,no,T,desiccation,T_desiccation,T_desiccation_6,39.15447343,0.11,0.33,8,84,2.66
10,R19,no,T,desiccation,T_desiccation,T_desiccation_10,35.21668215,0.099,0.296,8,84,2.66
-10,R20,no,T,desiccation,T_desiccation,T_desiccation_-10,14.95167394,0.039,0.076,8.6,96,4.4
-10,R21,no,T,desiccation,T_desiccation,T_desiccation_-10,1.916371351,0.005,0.008,9.2,124,5.52
1,R21,no,T,desiccation,T_desiccation,T_desiccation_1,102.732358,0.25,0.417,9.2,124,5.52
2,R21,no,T,desiccation,T_desiccation,T_desiccation_2,28.27087819,0.069,0.115,9.2,124,5.52
6,R21,no,T,desiccation,T_desiccation,T_desiccation_6,58.36523459,0.142,0.237,9.2,124,5.52
-10,R22,no,T,desiccation,T_desiccation,T_desiccation_-10,29.03075411,0.078,0.126,8.3,115,5.16
1,R22,yes,T,desiccation,T_desiccation,T_desiccation_1,71.33174741,0.192,0.31,8.3,115,5.16
2,R22,yes,T,desiccation,T_desiccation,T_desiccation_2,22.81046109,0.062,0.099,8.3,115,5.16
-10,R23,no,T,desiccation,T_desiccation,T_desiccation_-10,4.622210959,0.012,0.035,8.3,98,2.94
1,R23,no,T,desiccation,T_desiccation,T_desiccation_1,113.6507395,0.307,0.866,8.3,98,2.94
2,R23,no,T,desiccation,T_desiccation,T_desiccation_2,89.08800065,0.24,0.679,8.3,98,2.94
6,R23,no,T,desiccation,T_desiccation,T_desiccation_6,92.40572253,0.249,0.704,8.3,98,2.94
10,R23,no,T,desiccation,T_desiccation,T_desiccation_10,23.09410483,0.062,0.176,8.3,98,2.94
-10,R24,no,T,desiccation,T_desiccation,T_desiccation_-10,20.96099812,0.057,0.111,8.3,92,4.24
1,R24,yes,T,desiccation,T_desiccation,T_desiccation_1,154.2780439,0.416,0.815,8.3,92,4.24
2,R24,yes,T,desiccation,T_desiccation,T_desiccation_2,18.54316029,0.05,0.098,8.3,92,4.24
-10,R25,no,T,desiccation,T_desiccation,T_desiccation_-10,30.46859503,0.083,0.21,8.2,80,3.25
1,R25,no,T,desiccation,T_desiccation,T_desiccation_1,99.24989186,0.271,0.684,8.2,80,3.25
2,R25,no,T,desiccation,T_desiccation,T_desiccation_2,58.10572719,0.159,0.4,8.2,80,3.25
6,R25,no,T,desiccation,T_desiccation,T_desiccation_6,13.21724745,0.036,0.091,8.2,80,3.25
10,R25,no,T,desiccation,T_desiccation,T_desiccation_10,11.21030788,0.031,0.077,8.2,80,3.25
-10,R26,no,T,desiccation,T_desiccation,T_desiccation_-10,26.53475185,0.068,0.179,8.7,89,3.32
1,R26,no,T,desiccation,T_desiccation,T_desiccation_1,180.7421361,0.465,1.219,8.7,89,3.32
2,R26,no,T,desiccation,T_desiccation,T_desiccation_2,78.50240572,0.202,0.529,8.7,89,3.32
6,R26,no,T,desiccation,T_desiccation,T_desiccation_6,9.044878356,0.023,0.061,8.7,89,3.32
10,R26,no,T,desiccation,T_desiccation,T_desiccation_10,21.11766308,0.054,0.142,8.7,89,3.32
-10,R27,no,T,desiccation,T_desiccation,T_desiccation_-10,21.13697428,0.058,0.162,8.1,107,2.92
1,R27,no,T,desiccation,T_desiccation,T_desiccation_1,100.1572261,0.277,0.768,8.1,107,2.92
2,R27,no,T,desiccation,T_desiccation,T_desiccation_2,57.39263205,0.159,0.44,8.1,107,2.92
6,R27,no,T,desiccation,T_desiccation,T_desiccation_6,12.4493097,0.034,0.095,8.1,107,2.92
10,R27,no,T,desiccation,T_desiccation,T_desiccation_10,19.43881935,0.054,0.149,8.1,107,2.92
-10,R28,no,T,desiccation,T_desiccation,T_desiccation_-10,6.010677703,0.016,0.054,8.4,75,2.48
1,R28,no,T,desiccation,T_desiccation,T_desiccation_1,170.1682859,0.454,1.536,8.4,75,2.48
2,R28,no,T,desiccation,T_desiccation,T_desiccation_2,75.45834499,0.201,0.681,8.4,75,2.48
6,R28,no,T,desiccation,T_desiccation,T_desiccation_6,56.89801501,0.152,0.514,8.4,75,2.48
10,R28,no,T,desiccation,T_desiccation,T_desiccation_10,31.46387726,0.084,0.284,8.4,75,2.48
-10,R29,no,T,desiccation,T_desiccation,T_desiccation_-10,11.26365929,0.034,0.107,7.5,61,2.35
1,R29,no,T,desiccation,T_desiccation,T_desiccation_1,92.57919194,0.276,0.882,7.5,61,2.35
2,R29,no,T,desiccation,T_desiccation,T_desiccation_2,95.31095214,0.285,0.908,7.5,61,2.35
6,R29,no,T,desiccation,T_desiccation,T_desiccation_6,57.73266854,0.172,0.55,7.5,61,2.35
10,R29,no,T,desiccation,T_desiccation,T_desiccation_10,91.82155087,0.274,0.875,7.5,61,2.35
-10,R30,no,T,desiccation,T_desiccation,T_desiccation_-10,12.95794236,0.038,0.116,7.6,76,2.5
1,R30,no,T,desiccation,T_desiccation,T_desiccation_1,58.98515712,0.174,0.528,7.6,76,2.5
2,R30,no,T,desiccation,T_desiccation,T_desiccation_2,46.67402107,0.138,0.418,7.6,76,2.5
6,R30,no,T,desiccation,T_desiccation,T_desiccation_6,67.47560051,0.199,0.604,7.6,76,2.5
10,R30,no,T,desiccation,T_desiccation,T_desiccation_10,25.96687926,0.077,0.233,7.6,76,2.5
-10,R31,no,T,desiccation,T_desiccation,T_desiccation_-10,37.20516335,0.11,0.238,7.6,79,3.5
1,R31,no,T,desiccation,T_desiccation,T_desiccation_1,78.80559973,0.232,0.504,7.6,79,3.5
2,R31,no,T,desiccation,T_desiccation,T_desiccation_2,113.9858469,0.336,0.729,7.6,79,3.5
6,R31,no,T,desiccation,T_desiccation,T_desiccation_6,96.34016561,0.284,0.616,7.6,79,3.5
10,R31,no,T,desiccation,T_desiccation,T_desiccation_10,81.44739189,0.24,0.521,7.6,79,3.5
-10,R32,no,T,desiccation,T_desiccation,T_desiccation_-10,15.89927613,0.047,0.102,7.6,73,3.48
1,R32,yes,T,desiccation,T_desiccation,T_desiccation_1,57.99501973,0.171,0.373,7.6,73,3.48
2,R32,yes,T,desiccation,T_desiccation,T_desiccation_2,25.9405884,0.076,0.167,7.6,73,3.48
-10,R33,no,T,desiccation,T_desiccation,T_desiccation_-10,1.904619577,0.005,0.011,8.2,96,3.94
1,R33,no,T,desiccation,T_desiccation,T_desiccation_1,88.98244481,0.243,0.506,8.2,96,3.94
2,R33,no,T,desiccation,T_desiccation,T_desiccation_2,106.8761274,0.292,0.607,8.2,96,3.94
6,R33,no,T,desiccation,T_desiccation,T_desiccation_6,101.6055175,0.277,0.577,8.2,96,3.94
10,R33,no,T,desiccation,T_desiccation,T_desiccation_10,16.28264224,0.044,0.093,8.2,96,3.94
-10,R34,no,T,desiccation,T_desiccation,T_desiccation_-10,23.90322361,0.064,0.151,8.3,66,3.54
1,R34,no,T,desiccation,T_desiccation,T_desiccation_1,100.2675142,0.271,0.634,8.3,66,3.54
2,R34,no,T,desiccation,T_desiccation,T_desiccation_2,87.33364527,0.236,0.552,8.3,66,3.54
6,R34,no,T,desiccation,T_desiccation,T_desiccation_6,11.5429838,0.031,0.073,8.3,66,3.54
10,R34,no,T,desiccation,T_desiccation,T_desiccation_10,14.96904302,0.04,0.095,8.3,66,3.54
-10,R35,no,T,desiccation,T_desiccation,T_desiccation_-10,43.01764393,0.102,0.301,9.4,104,3.2
1,R35,no,T,desiccation,T_desiccation,T_desiccation_1,133.0161921,0.317,0.931,9.4,104,3.2
2,R35,no,T,desiccation,T_desiccation,T_desiccation_2,124.1468968,0.296,0.869,9.4,104,3.2
6,R35,no,T,desiccation,T_desiccation,T_desiccation_6,61.57844305,0.147,0.431,9.4,104,3.2
10,R35,no,T,desiccation,T_desiccation,T_desiccation_10,65.10541694,0.155,0.456,9.4,104,3.2
-10,R36,no,T,desiccation,T_desiccation,T_desiccation_-10,22.25933231,0.06,0.151,8.3,99,3.29
1,R36,no,T,desiccation,T_desiccation,T_desiccation_1,69.67632581,0.188,0.474,8.3,99,3.29
2,R36,no,T,desiccation,T_desiccation,T_desiccation_2,90.25407538,0.243,0.614,8.3,99,3.29
6,R36,no,T,desiccation,T_desiccation,T_desiccation_6,15.8719489,0.043,0.108,8.3,99,3.29
10,R36,no,T,desiccation,T_desiccation,T_desiccation_10,9.341795019,0.025,0.064,8.3,99,3.29
-10,R37,no,T,desiccation,T_desiccation,T_desiccation_-10,13.82303451,0.044,0.115,7.1,74,2.7
1,R37,no,T,desiccation,T_desiccation,T_desiccation_1,28.02258851,0.088,0.232,7.1,74,2.7
2,R37,no,T,desiccation,T_desiccation,T_desiccation_2,91.08794672,0.287,0.755,7.1,74,2.7
6,R37,no,T,desiccation,T_desiccation,T_desiccation_6,18.83933935,0.059,0.156,7.1,74,2.7
10,R37,no,T,desiccation,T_desiccation,T_desiccation_10,31.09347868,0.098,0.258,7.1,74,2.7
-10,R38,no,T,desiccation,T_desiccation,T_desiccation_-10,38.45342635,0.084,0.241,10.2,105,3.58
1,R38,no,T,desiccation,T_desiccation,T_desiccation_1,142.5865649,0.313,0.892,10.2,105,3.58
2,R38,no,T,desiccation,T_desiccation,T_desiccation_2,82.22642428,0.181,0.514,10.2,105,3.58
6,R38,no,T,desiccation,T_desiccation,T_desiccation_6,40.56874007,0.089,0.254,10.2,105,3.58
10,R38,no,T,desiccation,T_desiccation,T_desiccation_10,18.71780775,0.041,0.117,10.2,105,3.58
-10,R39,no,T,desiccation,T_desiccation,T_desiccation_-10,60.74854272,0.14,0.333,9.7,120,4.09
1,R39,no,T,desiccation,T_desiccation,T_desiccation_1,11.48879213,0.027,0.063,9.7,120,4.09
2,R39,no,T,desiccation,T_desiccation,T_desiccation_2,96.25332697,0.222,0.527,9.7,120,4.09
6,R39,no,T,desiccation,T_desiccation,T_desiccation_6,76.63552273,0.177,0.42,9.7,120,4.09
10,R39,no,T,desiccation,T_desiccation,T_desiccation_10,89.83423693,0.207,0.492,9.7,120,4.09
-10,R40,no,T,desiccation,T_desiccation,T_desiccation_-10,17.14414769,0.049,0.168,7.8,101,2.29
1,R40,no,T,desiccation,T_desiccation,T_desiccation_1,61.56033212,0.177,0.602,7.8,101,2.29
2,R40,no,T,desiccation,T_desiccation,T_desiccation_2,77.44790463,0.222,0.757,7.8,101,2.29
6,R40,no,T,desiccation,T_desiccation,T_desiccation_6,124.2653308,0.357,1.215,7.8,101,2.29
10,R40,no,T,desiccation,T_desiccation,T_desiccation_10,31.70855821,0.091,0.31,7.8,101,2.29
6,X02,no,T,desiccation,T_desiccation,T_desiccation_6,11.75957774,0.033,0.062,8.1,92,4.24
6,X05,no,T,desiccation,T_desiccation,T_desiccation_6,66.38809644,0.177,0.395,8.4,80,3.76
6,X08,no,T,desiccation,T_desiccation,T_desiccation_6,15.52393575,0.04,0.084,8.8,90,4.16
6,X10,no,T,desiccation,T_desiccation,T_desiccation_6,42.87127307,0.137,0.407,7,45,2.36
6,X11,no,T,desiccation,T_desiccation,T_desiccation_6,41.9961915,0.134,0.336,7,56,2.8
6,X12,no,T,desiccation,T_desiccation,T_desiccation_6,15.58153925,0.051,0.141,6.9,48,2.48
6,X13,no,T,desiccation,T_desiccation,T_desiccation_6,12.3954667,0.037,0.074,7.5,80,3.76
6,X15,no,T,desiccation,T_desiccation,T_desiccation_6,50.0533956,0.156,0.301,7.2,79,3.72
-10,Q01,no,D,heat_only,D_heat_only,D_heat_only_-10,9.565469726,0.025,0.065,8.4,69,3.32
1,Q01,no,D,heat_only,D_heat_only,D_heat_only_1,45.20824271,0.121,0.305,8.4,69,3.32
2,Q01,no,D,heat_only,D_heat_only,D_heat_only_2,39.52691113,0.105,0.267,8.4,69,3.32
6,Q01,no,D,heat_only,D_heat_only,D_heat_only_6,66.2181873,0.177,0.447,8.4,69,3.32
10,Q01,no,D,heat_only,D_heat_only,D_heat_only_10,16.70255087,0.045,0.113,8.4,69,3.32
-10,Q02,no,D,heat_only,D_heat_only,D_heat_only_-10,25.11614079,0.061,0.151,9.2,79,3.72
1,Q02,no,D,heat_only,D_heat_only,D_heat_only_1,71.90895272,0.175,0.433,9.2,79,3.72
2,Q02,no,D,heat_only,D_heat_only,D_heat_only_2,85.67283489,0.209,0.516,9.2,79,3.72
6,Q02,no,D,heat_only,D_heat_only,D_heat_only_6,107.9487734,0.263,0.65,9.2,79,3.72
10,Q02,no,D,heat_only,D_heat_only,D_heat_only_10,39.96202083,0.097,0.241,9.2,79,3.72
-10,Q03,no,D,heat_only,D_heat_only,D_heat_only_-10,12.41426491,0.038,0.104,7.3,53,2.68
1,Q03,no,D,heat_only,D_heat_only,D_heat_only_1,44.55971312,0.137,0.372,7.3,53,2.68
2,Q03,no,D,heat_only,D_heat_only,D_heat_only_2,70.30395624,0.216,0.587,7.3,53,2.68
6,Q03,no,D,heat_only,D_heat_only,D_heat_only_6,46.68893234,0.143,0.39,7.3,53,2.68
10,Q03,no,D,heat_only,D_heat_only,D_heat_only_10,40.43228548,0.124,0.338,7.3,53,2.68
-10,Q04,no,D,heat_only,D_heat_only,D_heat_only_-10,16.80221346,0.043,0.095,8.7,85,3.96
1,Q04,no,D,heat_only,D_heat_only,D_heat_only_1,47.84811297,0.123,0.271,8.7,85,3.96
2,Q04,no,D,heat_only,D_heat_only,D_heat_only_2,10.52426804,0.027,0.06,8.7,85,3.96
6,Q04,no,D,heat_only,D_heat_only,D_heat_only_6,60.87701445,0.157,0.344,8.7,85,3.96
10,Q04,no,D,heat_only,D_heat_only,D_heat_only_10,40.59301597,0.104,0.23,8.7,85,3.96
-10,Q05,no,D,heat_only,D_heat_only,D_heat_only_-10,18.2592747,0.05,0.12,8.2,71,3.4
1,Q05,no,D,heat_only,D_heat_only,D_heat_only_1,43.13201148,0.118,0.284,8.2,71,3.4
2,Q05,no,D,heat_only,D_heat_only,D_heat_only_2,32.81757533,0.09,0.216,8.2,71,3.4
6,Q05,no,D,heat_only,D_heat_only,D_heat_only_6,42.14815472,0.115,0.278,8.2,71,3.4
10,Q05,no,D,heat_only,D_heat_only,D_heat_only_10,17.36088244,0.047,0.114,8.2,71,3.4
-10,Q06,no,D,heat_only,D_heat_only,D_heat_only_-10,28.59096569,0.079,0.193,8.1,69,3.32
1,Q06,no,D,heat_only,D_heat_only,D_heat_only_1,35.14698669,0.097,0.237,8.1,69,3.32
2,Q06,no,D,heat_only,D_heat_only,D_heat_only_2,36.76273578,0.102,0.248,8.1,69,3.32
6,Q06,no,D,heat_only,D_heat_only,D_heat_only_6,27.49399492,0.076,0.185,8.1,69,3.32
10,Q06,no,D,heat_only,D_heat_only,D_heat_only_10,17.44340027,0.048,0.118,8.1,69,3.32
-10,Q07,no,D,heat_only,D_heat_only,D_heat_only_-10,21.53742186,0.054,0.121,9,86,4
1,Q07,no,D,heat_only,D_heat_only,D_heat_only_1,50.71355166,0.126,0.284,9,86,4
-10,Q08,no,D,heat_only,D_heat_only,D_heat_only_-10,7.811771555,0.018,0.045,9.8,83,3.88
1,Q08,no,D,heat_only,D_heat_only,D_heat_only_1,48.22270983,0.11,0.278,9.8,83,3.88
2,Q08,no,D,heat_only,D_heat_only,D_heat_only_2,58.9436208,0.135,0.34,9.8,83,3.88
6,Q08,no,D,heat_only,D_heat_only,D_heat_only_6,11.04386563,0.025,0.064,9.8,83,3.88
10,Q08,no,D,heat_only,D_heat_only,D_heat_only_10,17.91692546,0.041,0.103,9.8,83,3.88
-10,Q09,no,D,heat_only,D_heat_only,D_heat_only_-10,26.32576702,0.062,0.164,9.5,76,3.6
1,Q09,no,D,heat_only,D_heat_only,D_heat_only_1,36.54529765,0.086,0.227,9.5,76,3.6
2,Q09,no,D,heat_only,D_heat_only,D_heat_only_2,47.12628994,0.111,0.293,9.5,76,3.6
6,Q09,no,D,heat_only,D_heat_only,D_heat_only_6,6.897131058,0.016,0.043,9.5,76,3.6
10,Q09,no,D,heat_only,D_heat_only,D_heat_only_10,17.99343792,0.042,0.112,9.5,76,3.6
-10,Q10,no,D,heat_only,D_heat_only,D_heat_only_-10,27.57051673,0.066,0.182,9.3,71,3.4
-10,Q11,no,D,heat_only,D_heat_only,D_heat_only_-10,26.76697958,0.08,0.217,7.5,55,2.76
1,Q11,no,D,heat_only,D_heat_only,D_heat_only_1,45.62012576,0.136,0.37,7.5,55,2.76
2,Q11,no,D,heat_only,D_heat_only,D_heat_only_2,56.77307731,0.169,0.461,7.5,55,2.76
6,Q11,no,D,heat_only,D_heat_only,D_heat_only_6,8.426865951,0.025,0.068,7.5,55,2.76
10,Q11,no,D,heat_only,D_heat_only,D_heat_only_10,18.20741828,0.054,0.148,7.5,55,2.76
-10,Q12,no,D,heat_only,D_heat_only,D_heat_only_-10,26.32309833,0.067,0.122,8.8,107,4.84
1,Q12,no,D,heat_only,D_heat_only,D_heat_only_1,76.61394293,0.195,0.354,8.8,107,4.84
2,Q12,no,D,heat_only,D_heat_only,D_heat_only_2,36.37173277,0.093,0.168,8.8,107,4.84
6,Q12,no,D,heat_only,D_heat_only,D_heat_only_6,15.1249782,0.038,0.07,8.8,107,4.84
10,Q12,no,D,heat_only,D_heat_only,D_heat_only_10,18.30861231,0.047,0.085,8.8,107,4.84
-10,Q13,no,D,heat_only,D_heat_only,D_heat_only_-10,7.144514995,0.02,0.045,8,75,3.56
1,Q13,no,D,heat_only,D_heat_only,D_heat_only_1,49.66772923,0.139,0.312,8,75,3.56
2,Q13,no,D,heat_only,D_heat_only,D_heat_only_2,32.05692956,0.09,0.202,8,75,3.56
6,Q13,no,D,heat_only,D_heat_only,D_heat_only_6,18.54679302,0.052,0.117,8,75,3.56
10,Q13,no,D,heat_only,D_heat_only,D_heat_only_10,18.34978625,0.051,0.115,8,75,3.56
-10,Q14,no,D,heat_only,D_heat_only,D_heat_only_-10,6.407708968,0.019,0.042,7.5,71,3.4
1,Q14,no,D,heat_only,D_heat_only,D_heat_only_1,47.65983914,0.142,0.314,7.5,71,3.4
2,Q14,no,D,heat_only,D_heat_only,D_heat_only_2,55.61534332,0.166,0.366,7.5,71,3.4
6,Q14,no,D,heat_only,D_heat_only,D_heat_only_6,26.4918785,0.079,0.174,7.5,71,3.4
10,Q14,no,D,heat_only,D_heat_only,D_heat_only_10,19.50402849,0.058,0.128,7.5,71,3.4
-10,Q15,no,D,heat_only,D_heat_only,D_heat_only_-10,15.49689961,0.037,0.061,9.4,129,5.72
1,Q15,no,D,heat_only,D_heat_only,D_heat_only_1,116.2619915,0.277,0.455,9.4,129,5.72
2,Q15,no,D,heat_only,D_heat_only,D_heat_only_2,83.97512149,0.2,0.329,9.4,129,5.72
6,Q15,no,D,heat_only,D_heat_only,D_heat_only_6,45.16039105,0.108,0.177,9.4,129,5.72
10,Q15,no,D,heat_only,D_heat_only,D_heat_only_10,18.46151426,0.044,0.072,9.4,129,5.72
-10,Q16,no,D,heat_only,D_heat_only,D_heat_only_-10,29.05696519,0.081,0.209,8,64,3.12
1,Q16,no,D,heat_only,D_heat_only,D_heat_only_1,27.12757315,0.076,0.195,8,64,3.12
2,Q16,no,D,heat_only,D_heat_only,D_heat_only_2,44.23868538,0.124,0.317,8,64,3.12
6,Q16,no,D,heat_only,D_heat_only,D_heat_only_6,30.07701722,0.084,0.216,8,64,3.12
10,Q16,no,D,heat_only,D_heat_only,D_heat_only_10,18.62535104,0.052,0.134,8,64,3.12
-10,Q17,no,D,heat_only,D_heat_only,D_heat_only_-10,7.36791074,0.019,0.039,8.8,91,4.2
1,Q17,no,D,heat_only,D_heat_only,D_heat_only_1,35.32250466,0.09,0.188,8.8,91,4.2
2,Q17,no,D,heat_only,D_heat_only,D_heat_only_2,26.77681282,0.068,0.143,8.8,91,4.2
6,Q17,no,D,heat_only,D_heat_only,D_heat_only_6,44.85764863,0.114,0.239,8.8,91,4.2
10,Q17,no,D,heat_only,D_heat_only,D_heat_only_10,23.33823998,0.059,0.124,8.8,91,4.2
-10,Q18,no,D,heat_only,D_heat_only,D_heat_only_-10,27.69826453,0.087,0.21,7.1,60,2.96
1,Q18,no,D,heat_only,D_heat_only,D_heat_only_1,49.00807171,0.155,0.371,7.1,60,2.96
2,Q18,no,D,heat_only,D_heat_only,D_heat_only_2,29.36596775,0.093,0.222,7.1,60,2.96
6,Q18,no,D,heat_only,D_heat_only,D_heat_only_6,26.8917728,0.085,0.203,7.1,60,2.96
10,Q18,no,D,heat_only,D_heat_only,D_heat_only_10,30.5277104,0.096,0.231,7.1,60,2.96
-10,Q19,no,D,heat_only,D_heat_only,D_heat_only_-10,28.42257204,0.08,0.237,8,53,2.68
1,Q19,no,D,heat_only,D_heat_only,D_heat_only_1,33.14854415,0.093,0.277,8,53,2.68
2,Q19,no,D,heat_only,D_heat_only,D_heat_only_2,107.7844495,0.302,0.901,8,53,2.68
6,Q19,no,D,heat_only,D_heat_only,D_heat_only_6,32.50891872,0.091,0.272,8,53,2.68
10,Q19,no,D,heat_only,D_heat_only,D_heat_only_10,18.69147367,0.052,0.156,8,53,2.68
-10,Q20,no,D,heat_only,D_heat_only,D_heat_only_-10,33.79860065,0.085,0.225,8.9,70,3.36
1,Q20,no,D,heat_only,D_heat_only,D_heat_only_1,50.42101822,0.127,0.336,8.9,70,3.36
2,Q20,no,D,heat_only,D_heat_only,D_heat_only_2,65.04933803,0.164,0.433,8.9,70,3.36
6,Q20,no,D,heat_only,D_heat_only,D_heat_only_6,28.45067105,0.072,0.19,8.9,70,3.36
10,Q20,no,D,heat_only,D_heat_only,D_heat_only_10,18.87486641,0.047,0.126,8.9,70,3.36
-10,Q21,no,D,heat_only,D_heat_only,D_heat_only_-10,10.18557346,0.027,0.054,8.4,91,4.2
1,Q21,no,D,heat_only,D_heat_only,D_heat_only_1,86.56689164,0.231,0.462,8.4,91,4.2
2,Q21,no,D,heat_only,D_heat_only,D_heat_only_2,76.98476518,0.205,0.41,8.4,91,4.2
6,Q21,no,D,heat_only,D_heat_only,D_heat_only_6,29.36808592,0.078,0.157,8.4,91,4.2
10,Q21,no,D,heat_only,D_heat_only,D_heat_only_10,18.95218368,0.051,0.101,8.4,91,4.2
-10,Q22,no,D,heat_only,D_heat_only,D_heat_only_-10,7.898852435,0.022,0.07,8.2,49,2.52
1,Q22,no,D,heat_only,D_heat_only,D_heat_only_1,45.5801544,0.124,0.405,8.2,49,2.52
2,Q22,no,D,heat_only,D_heat_only,D_heat_only_2,77.68851037,0.212,0.69,8.2,49,2.52
6,Q22,no,D,heat_only,D_heat_only,D_heat_only_6,20.77996089,0.057,0.185,8.2,49,2.52
10,Q22,no,D,heat_only,D_heat_only,D_heat_only_10,19.36625183,0.053,0.172,8.2,49,2.52
-10,Q23,no,D,heat_only,D_heat_only,D_heat_only_-10,11.03869755,0.024,0.087,10.4,57,2.84
1,Q23,no,D,heat_only,D_heat_only,D_heat_only_1,126.784854,0.273,1,10.4,57,2.84
2,Q23,no,D,heat_only,D_heat_only,D_heat_only_2,94.29267888,0.203,0.743,10.4,57,2.84
6,Q23,no,D,heat_only,D_heat_only,D_heat_only_6,90.82234486,0.196,0.716,10.4,57,2.84
10,Q23,no,D,heat_only,D_heat_only,D_heat_only_10,20.23199992,0.044,0.16,10.4,57,2.84
-10,Q24,no,D,heat_only,D_heat_only,D_heat_only_-10,14.23831963,0.036,0.095,8.9,70,3.36
1,Q24,no,D,heat_only,D_heat_only,D_heat_only_1,33.19492878,0.084,0.221,8.9,70,3.36
2,Q24,no,D,heat_only,D_heat_only,D_heat_only_2,49.97994858,0.126,0.333,8.9,70,3.36
