ID,ploidy,follow,ploidy:follow,tank,day,trt,ploidy:trt,,shell_length,shell_width,shell_height,mortality,sample_date,dry_weight,shell_volume,calc_dry_weight,histology,tube_number
X26,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,70,55,26,,7/23/21,,52412,2.55608,yes,
X27,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,71,57,28,,7/23/21,,59332,2.83288,yes,
X28,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,86,61,26,,7/23/21,,71417,3.31628,yes,
T63,T,no,T-no,tank_6,,control,T-control,control_T_,80,59,31,-19,,,76613,3.52412,,
T64,T,no,T-no,tank_6,,control,T-control,control_T_,84,59,32,,,,83039,3.78116,,
T65,T,no,T-no,tank_6,,control,T-control,control_T_,84,51,42,,,,94210,4.228,,
T66,T,no,T-no,tank_6,,control,T-control,control_T_,81,63,36,,,,96189,4.30716,,
T67,T,no,T-no,tank_6,,control,T-control,control_T_,70,46,39,,,,65754,3.08976,,
T68,T,no,T-no,tank_6,,control,T-control,control_T_,77,57,32,-19,,,73538,3.40112,,
T69,T,no,T-no,tank_6,,control,T-control,control_T_,76,40,35,,,,55711,2.68804,,
T70,T,no,T-no,tank_6,,control,T-control,control_T_,70,63,30,3,,,69272,3.23048,,
T71,T,no,T-no,tank_6,,control,T-control,control_T_,80,58,41,,,,99609,4.44396,,
T72,T,no,T-no,tank_6,,control,T-control,control_T_,58,50,24,,,,36442,1.91728,,
T73,T,no,T-no,tank_6,,control,T-control,control_T_,85,54,38,30,,,91326,4.11264,,
T74,T,no,T-no,tank_6,,control,T-control,control_T_,86,66,31,,,,92130,4.1448,,
T75,T,no,T-no,tank_6,,control,T-control,control_T_,84,60,33,,,,87085,3.943,,
T76,T,no,T-no,tank_6,,control,T-control,control_T_,71,52,34,-19,,,65726,3.08864,,
T77,T,no,T-no,tank_6,,control,T-control,control_T_,70,48,28,,,,49260,2.43,,
T78,T,no,T-no,tank_6,,control,T-control,control_T_,94,67,33,,,,108822,4.81248,,
T79,T,no,T-no,tank_6,,control,T-control,control_T_,72,56,35,,,,73890,3.4152,,
T80,T,no,T-no,tank_6,,control,T-control,control_T_,57,45,24,,,,32233,1.74892,,
T81,T,no,T-no,tank_6,,control,T-control,control_T_,69,49,36,,,,63730,3.0088,,
T82,T,no,T-no,tank_6,,control,T-control,control_T_,76,52,30,,,,62078,2.94272,,
T83,T,no,T-no,tank_6,,control,T-control,control_T_,90,64,25,,,,75398,3.47552,,
T84,T,no,T-no,tank_6,,control,T-control,control_T_,78,67,30,,,,82090,3.7432,,
T85,T,no,T-no,tank_6,,control,T-control,control_T_,70,51,31,,,,57947,2.77748,,
T86,T,no,T-no,tank_6,,control,T-control,control_T_,76,59,30,,,,70435,3.277,,
T87,T,no,T-no,tank_6,,control,T-control,control_T_,76,60,30,11,,,71628,3.32472,,
T88,T,no,T-no,tank_6,,control,T-control,control_T_,72,52,29,,,,56850,2.7336,,
T89,T,no,T-no,tank_6,,control,T-control,control_T_,67,65,29,,,,66128,3.10472,,
W01,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,79,59,32,,,,78096,3.58344,,
W02,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,89,67,35,,,,109278,4.83072,,
W03,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,101,69,40,,,,145958,6.29792,,
W04,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,79,50,31,,,,64115,3.0242,,
W05,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,85,60,31,,,,82781,3.77084,,
W06,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,90,60,33,2,,,93305,4.1918,,
W07,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,95,65,35,,,,113163,4.98612,,
W08,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,84,54,34,,,,80751,3.68964,,
W09,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,79,55,31,,,,70526,3.28064,,
W10,T,yes,T-yes,tank_7,5,heat_only,T-heat_only,heat_only_T_5,81,66,31,,,,86774,3.93056,,
W11,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,72,55,32,,,,66350,3.1136,,
W12,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,86,56,35,,,,88258,3.98992,,
W13,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,75,66,29,,,,75163,3.46612,,
W14,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,75,52,28,,,,57177,2.74668,,
W15,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,85,53,28,3,,,66047,3.10148,,
W16,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,76,59,32,,,,75130,3.4648,,
W17,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,78,58,32,,,,75800,3.4916,,
W18,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,95,63,40,,,,125350,5.4736,,
W19,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,87,57,33,,,,85685,3.887,,
W20,T,yes,T-yes,tank_7,10,heat_only,T-heat_only,heat_only_T_10,78,63,30,,,,77189,3.54716,,
W21,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,90,70,31,,,,102259,4.54996,,
W22,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,97,58,32,4,,,94265,4.2302,,
W23,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,74,55,29,,,,61800,2.9316,,
W24,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,75,49,27,,,,51954,2.53776,,
W25,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,80,64,31,,,,83106,3.78384,,
W26,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,89,57,33,,,,87655,3.9658,,
W27,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,77,60,27,,,,65314,3.07216,,
W28,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,84,57,34,,,,85238,3.86912,,
W29,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,94,65,36,,,,115171,5.06644,,
W30,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,85,53,31,5,,,73123,3.38452,,
W31,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,78,56,35,,,,80048,3.66152,,
W32,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,85,63,33,,,,92528,4.16072,,
W33,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,90,60,25,,,,70686,3.28704,,
W34,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,83,57,31,,,,76792,3.53128,,
W35,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,80,59,31,,,,76613,3.52412,,
W36,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,98,61,38,,,,118943,5.21732,,
W37,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,103,66,37,,,,131699,5.72756,,
W38,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,78,56,32,0,,,73187,3.38708,,
W39,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,84,57,33,3,,,82731,3.76884,,
W40,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,96,58,31,,,,90377,4.07468,,
W41,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,69,56,26,,,,52603,2.56372,,
W42,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,81,62,30,,,,78885,3.615,,
W43,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,71,50,27,,,,50187,2.46708,,
W44,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,71,48,28,,,,49964,2.45816,,
W45,T,yes,T-yes,tank_7,,heat_only,T-heat_only,heat_only_T_,76,61,31,,,,75250,3.4696,,
X01,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,79,37,25,7,,,38262,1.99008,,
X02,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,60,36,,,,91609,4.12396,,
X03,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,64,51,24,7,,,41017,2.10028,,
X04,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,85,57,26,7,,,65958,3.09792,,
X05,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,84,61,30,,,,80488,3.67912,,
X06,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,77,58,27,0,,,63137,2.98508,,
X07,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,92,63,36,,,,109252,4.82968,,
X08,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,88,59,33,,,,89711,4.04804,,
X09,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,82,59,30,7,,,75995,3.4994,,
X10,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,70,47,26,,,,44789,2.25116,,
X11,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,70,51,30,,,,56077,2.70268,,
X12,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,69,49,27,,,,47798,2.37152,,
X13,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,66,31,,,,80346,3.67344,,
X14,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,70,50,28,7,,,51313,2.51212,,
X15,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,72,60,35,,,,79168,3.62632,,
X16,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,67,51,32,0,,,57252,2.74968,,
X17,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,69,45,26,7,,,42270,2.1504,,
X18,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,74,54,26,,,,54400,2.6356,,
X19,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,47,27,3,,,49834,2.45296,,
X20,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,80,61,37,3,,,94541,4.24124,,
X21,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,88,62,32,,,,91416,4.11624,,
X22,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,77,59,29,,,,68983,3.21892,,
X23,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,78,62,31,,7/23/21,,78496,3.59944,yes,
X30,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,64,57,27,,7/23/21,,51572,2.52248,,
X25,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,50,27,3,,,58669,2.80636,,
X31,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,82,60,36,,7/23/21,,92740,4.1692,,
X33,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,74,49,29,,7/23/21,,55059,2.66196,,
X36,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,85,56,29,,7/23/21,,72278,3.35072,yes,
X29,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,66,34,3,,,88122,3.98448,,
X37,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,91,57,31,,7/23/21,,84193,3.82732,yes,
X38,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,76,40,25,,7/23/21,,39794,2.05136,yes,
X32,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,71,59,30,0,,,65801,3.09164,,
X40,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,86,70,35,,7/23/21,,110322,4.87248,yes,
X34,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,88,50,35,-3,,,80634,3.68496,,
X35,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,84,65,35,,missing,,100060,4.462,,
M51,D,no,D-no,tank_5,10,control,D-control,control_D_10,98,51,30,,7/26/21,,78508,3.59992,,
M52,D,no,D-no,tank_5,10,control,D-control,control_D_10,100,51,32,,7/26/21,,85451,3.87764,yes,
M53,D,no,D-no,tank_5,10,control,D-control,control_D_10,80,49,33,,7/26/21,,67733,3.16892,yes,
X39,T,base,T-base,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,80,38,22,3,,,35018,1.86032,,
M54,D,no,D-no,tank_5,10,control,D-control,control_D_10,86,52,33,,7/26/21,,77271,3.55044,yes,
M55,D,no,D-no,tank_5,10,control,D-control,control_D_10,101,54,26,,7/26/21,,74248,3.42952,yes,
M56,D,no,D-no,tank_5,10,control,D-control,control_D_10,89,55,30,,7/26/21,,76890,3.5352,yes,
M57,D,no,D-no,tank_5,10,control,D-control,control_D_10,87,55,30,,7/26/21,,75163,3.46612,yes,
M58,D,no,D-no,tank_5,10,control,D-control,control_D_10,84,58,29,,7/26/21,,73978,3.41872,yes,
M59,D,no,D-no,tank_5,10,control,D-control,control_D_10,81,50,25,,7/26/21,,53014,2.58016,yes,
M60,D,no,D-no,tank_5,10,control,D-control,control_D_10,94,55,31,,7/26/21,,83917,3.81628,yes,
M61,D,no,D-no,tank_5,10,control,D-control,control_D_10,97,57,33,,7/26/21,,95534,4.28096,yes,
M62,D,no,D-no,tank_5,10,control,D-control,control_D_10,80,45,35,,7/26/21,,65973,3.09852,yes,
X49,T,no,T-no,tank_6,10,control,T-control,control_T_10,60,45,30,,7/26/21,,42412,2.15608,yes,
X50,T,no,T-no,tank_6,10,control,T-control,control_T_10,65,53,26,,7/26/21,,46899,2.33556,yes,
X51,T,no,T-no,tank_6,10,control,T-control,control_T_10,69,63,29,,7/26/21,,66006,3.09984,yes,
X52,T,no,T-no,tank_6,10,control,T-control,control_T_10,73,53,28,,7/26/21,,56723,2.72852,yes,
X53,T,no,T-no,tank_6,10,control,T-control,control_T_10,80,46,31,,7/26/21,,59732,2.84888,yes,
X54,T,no,T-no,tank_6,10,control,T-control,control_T_10,64,47,29,,7/26/21,,45675,2.2866,yes,
X55,T,no,T-no,tank_6,10,control,T-control,control_T_10,60,56,22,,7/26/21,,38704,2.00776,yes,
X56,T,no,T-no,tank_6,10,control,T-control,control_T_10,85,55,40,,7/26/21,,97913,4.37612,yes,
X57,T,no,T-no,tank_6,10,control,T-control,control_T_10,77,62,31,,7/26/21,,77489,3.55916,yes,
X58,T,no,T-no,tank_6,10,control,T-control,control_T_10,90,60,30,,7/26/21,,84823,3.85252,yes,
X59,T,no,T-no,tank_6,10,control,T-control,control_T_10,89,64,30,,7/26/21,,89473,4.03852,yes,
X60,T,no,T-no,tank_6,10,control,T-control,control_T_10,58,54,24,,7/26/21,,39358,2.03392,yes,
X61,T,no,T-no,tank_6,,control,T-control,control_T_,81,62,35,-5,,,92033,4.14092,,
X62,T,no,T-no,tank_6,,control,T-control,control_T_,73,51,40,,,,77974,3.57856,yes,
X63,T,no,T-no,tank_6,,control,T-control,control_T_,86,59,26,-3,,,69075,3.2226,,
X64,T,no,T-no,tank_6,,control,T-control,control_T_,76,47,21,,,,39276,2.03064,yes,
X65,T,no,T-no,tank_6,,control,T-control,control_T_,71,62,26,,,,59927,2.85668,,
X66,T,no,T-no,tank_6,,control,T-control,control_T_,67,60,30,,,,63146,2.98544,,
X67,T,no,T-no,tank_6,,control,T-control,control_T_,69,50,24,,,,43354,2.19376,,
X68,T,no,T-no,tank_6,,control,T-control,control_T_,77,54,34,,,,74022,3.42048,,
X69,T,no,T-no,tank_6,,control,T-control,control_T_,69,46,20,,,,33238,1.78912,,
X70,T,no,T-no,tank_6,,control,T-control,control_T_,61,45,26,3,,,37369,1.95436,,
X71,T,no,T-no,tank_6,,control,T-control,control_T_,79,59,39,,,,95179,4.26676,,
X72,T,no,T-no,tank_6,,control,T-control,control_T_,89,55,32,,,,82017,3.74028,,
X73,T,no,T-no,tank_6,,control,T-control,control_T_,80,55,32,,,,73723,3.40852,,
X74,T,no,T-no,tank_6,,control,T-control,control_T_,80,54,35,,,,79168,3.62632,,
X75,T,no,T-no,tank_6,,control,T-control,control_T_,75,55,26,,,,56156,2.70584,,
X76,T,no,T-no,tank_6,,control,T-control,control_T_,69,63,30,,,,68283,3.19092,,
X77,T,no,T-no,tank_6,,control,T-control,control_T_,77,50,31,,,,62492,2.95928,,
X78,T,no,T-no,tank_6,,control,T-control,control_T_,66,58,26,,,,52113,2.54412,,
X79,T,no,T-no,tank_6,,control,T-control,control_T_,71,55,25,,,,51116,2.50424,,
X80,T,no,T-no,tank_6,,control,T-control,control_T_,81,65,34,,,,93729,4.20876,,
X81,T,no,T-no,tank_6,,control,T-control,control_T_,60,37,31,,,,36034,1.90096,,
X82,T,no,T-no,tank_6,,control,T-control,control_T_,62,45,24,,,,35060,1.862,,
X83,T,no,T-no,tank_6,,control,T-control,control_T_,75,50,25,,,,49087,2.42308,,
X84,T,no,T-no,tank_6,,control,T-control,control_T_,82,51,33,,,,72260,3.35,,
X85,T,no,T-no,tank_6,,control,T-control,control_T_,72,57,37,-5,,,79507,3.63988,,
X86,T,no,T-no,tank_6,,control,T-control,control_T_,69,54,29,,,,56577,2.72268,,
X87,T,no,T-no,tank_6,,control,T-control,control_T_,70,48,23,,,,40464,2.07816,,
X88,T,no,T-no,tank_6,,control,T-control,control_T_,53,46,32,,,,40849,2.09356,,
X89,T,no,T-no,tank_6,,control,T-control,control_T_,70,46,22,,,,37092,1.94328,,
X90,T,no,T-no,tank_6,,control,T-control,control_T_,64,50,27,,,,45239,2.26916,,
P01,D,no,D-no,,5,control,D-control,control_D_5,,,,,,,,,,
P02,D,no,D-no,,5,heat_only,D-heat_only,heat_only_D_5,,,,,,,,,,
P03,D,no,D-no,,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,,,,,,,,,,
P04,D,no,D-no,,5,control,D-control,control_D_5,,,,,,,,,,
P05,D,no,D-no,,5,heat_only,D-heat_only,heat_only_D_5,,,,,,,,,,
P06,D,no,D-no,,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,,,,,,,,,,
P07,D,no,D-no,,5,control,D-control,control_D_5,,,,,,,,,,
P08,D,no,D-no,,5,heat_only,D-heat_only,heat_only_D_5,,,,,,,,,,
P09,D,no,D-no,,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,,,,,,,,,,
P10,D,no,D-no,,5,control,D-control,control_D_5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
